ID;MeasurementPoint;Timestamp;Reading;Direction;Method;Created;Updated
8kspfcan-rg5j-q691-8z5z-roj5xd3myk1o;ZG0074500874000000000000001653123;2026-06-01 00:45:00.000;530.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vsp6cxp1-aok7-a5ed-w98u-7qlq5q5m4wtb;ZG0074500874000000000000001653123;2026-06-01 01:00:00.000;173.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
avw5iyup-unll-hoip-fbi9-7t58g3wk9dmi;ZG0074500874000000000000001653123;2026-06-01 01:15:00.000;748.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
mrb2t62i-6mj7-a6of-gs2m-9msf8zsfmdbj;ZG0074500874000000000000001653123;2026-06-01 01:30:00.000;809.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
5rhbh8qd-x6nz-awtc-o2u3-qy76jxdtzk7t;ZG0074500874000000000000001653123;2026-06-01 01:45:00.000;365.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vt9ieevm-6tri-2lti-zxbp-vtm3x71u6wex;ZG0074500874000000000000001653123;2026-06-01 02:00:00.000;563.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
61o95mhu-4er2-uwxl-3eve-pb8os8rgi2j1;ZG0074500874000000000000001653123;2026-06-01 02:15:00.000;53.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
9iqy6kdv-jby9-png6-rkcc-rz4nkldmf0lb;ZG0074500874000000000000001653123;2026-06-01 02:30:00.000;425.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
yhb1nkl5-3j02-61c5-xdrr-0i4f3j3yi996;ZG0074500874000000000000001653123;2026-06-01 02:45:00.000;636.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qsx0gtv6-vfml-zoir-9j19-wj5t18t010x6;ZG0074500874000000000000001653123;2026-06-01 03:00:00.000;635.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hbnokws7-hl1p-m2gp-hwum-fhsocubk0jml;ZG0074500874000000000000001653123;2026-06-01 03:15:00.000;805.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
50e4qg0z-naxe-wgl6-8zby-pylpvq72mxdj;ZG0074500874000000000000001653123;2026-06-01 03:30:00.000;715.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
om7r239x-7t6l-dene-40xi-gen9dpr2aq73;ZG0074500874000000000000001653123;2026-06-01 03:45:00.000;151.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
kpee3xd3-fmg6-gpc0-aow7-9hhpsclhgnln;ZG0074500874000000000000001653123;2026-06-01 04:00:00.000;634.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
x6i13aub-cn1f-z6sa-s3s4-lfisw8mj97gm;ZG0074500874000000000000001653123;2026-06-01 04:15:00.000;86.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
u2v4ab8f-9o79-lnj6-z7md-080fcm3lpetp;ZG0074500874000000000000001653123;2026-06-01 04:30:00.000;117.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ozo4vheg-mde2-4lz5-wkps-jvlwniy2eoya;ZG0074500874000000000000001653123;2026-06-01 04:45:00.000;0.00000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jpf72k5v-86ni-pwvs-hvbl-o4bembl5po8s;ZG0074500874000000000000001653123;2026-06-01 05:00:00.000;543.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
znti9p7k-hwqe-9m7y-lu71-scd0q0wccp1h;ZG0074500874000000000000001653123;2026-06-01 05:15:00.000;670.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
begbnuw0-25ha-ye2n-yxw9-x69nnbv2nnd6;ZG0074500874000000000000001653123;2026-06-01 05:30:00.000;134.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
t98qvb1w-qmk5-ahn5-czpl-wfgunlouvdxc;ZG0074500874000000000000001653123;2026-06-01 05:45:00.000;390.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i3uadh9p-agw7-1543-2hhl-j175frukj24p;ZG0074500874000000000000001653123;2026-06-01 06:00:00.000;985.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
79vjes7k-uioo-rkna-umsf-oiuoclswoywh;ZG0074500874000000000000001653123;2026-06-01 06:15:00.000;383.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
0w1fdu86-lvlk-docl-pw2h-lau6zxqei76g;ZG0074500874000000000000001653123;2026-06-01 06:30:00.000;353.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
z40qoi6r-xuop-1fi1-xw9d-hedqil9c40sl;ZG0074500874000000000000001653123;2026-06-01 06:45:00.000;744.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
orzhqzcp-kg7t-af1l-m5fc-iy9lwkgowiwa;ZG0074500874000000000000001653123;2026-06-01 07:00:00.000;190.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gu2zwyxt-nedm-3k9g-4orh-sgep2byekhp7;ZG0074500874000000000000001653123;2026-06-01 07:15:00.000;62.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
l6rp4dvb-sbr7-87hz-ych5-liabxszp2ohj;ZG0074500874000000000000001653123;2026-06-01 07:30:00.000;440.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hhxge8ka-dsyk-1ua3-83a8-vt0w8v9t3apk;ZG0074500874000000000000001653123;2026-06-01 07:45:00.000;987.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
85grq8zd-5pfq-cbli-zyra-3rk41c0shwc4;ZG0074500874000000000000001653123;2026-06-01 08:00:00.000;24.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
9fgjaw2t-btkw-x1w0-mjza-f5musdojdjj2;ZG0074500874000000000000001653123;2026-06-01 08:15:00.000;497.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
geyvc4tp-s16s-cc1x-fax3-snur1j6p24cj;ZG0074500874000000000000001653123;2026-06-01 08:30:00.000;22.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
4qgz5k2r-lu46-t45o-ypbp-leymnqgfjb2e;ZG0074500874000000000000001653123;2026-06-01 08:45:00.000;48.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ylcij9zy-oxy0-tsz3-2ilq-g8gqk953f2h1;ZG0074500874000000000000001653123;2026-06-01 09:00:00.000;154.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
n1v0khsz-actu-ga9g-qqlw-0m6r10vbwmz2;ZG0074500874000000000000001653123;2026-06-01 09:15:00.000;422.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
no5qnr6g-47r4-3qvm-6s7o-jtv713r4nexz;ZG0074500874000000000000001653123;2026-06-01 09:30:00.000;999.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
my4n1m2z-gvie-yn1x-l0qj-sckm6a8e53y0;ZG0074500874000000000000001653123;2026-06-01 09:45:00.000;201.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
sua2oqs1-8h8q-zld2-ontn-iqnlb24wewfo;ZG0074500874000000000000001653123;2026-06-01 10:00:00.000;883.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
6n983y7l-weul-awb5-bbim-5libv4r6n8dc;ZG0074500874000000000000001653123;2026-06-01 10:15:00.000;471.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
mq4g20ru-nz0m-qbdo-l9pv-le6wmj9zotxm;ZG0074500874000000000000001653123;2026-06-01 10:30:00.000;308.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gobu524h-en58-etr4-igst-3ob3uhmfjbnc;ZG0074500874000000000000001653123;2026-06-01 10:45:00.000;903.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bokjqsaa-x4jm-sygz-jklo-9f1ify1ed036;ZG0074500874000000000000001653123;2026-06-01 11:00:00.000;582.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tw5w7u1m-o5k2-s1of-vwzg-bw94qtiog80p;ZG0074500874000000000000001653123;2026-06-01 11:15:00.000;598.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
fkqou25i-vip2-43z1-dnch-cf6g7wz77i6z;ZG0074500874000000000000001653123;2026-06-01 11:30:00.000;481.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
0n0j3uv9-mmob-dh34-hm0a-28k58a3mwf3z;ZG0074500874000000000000001653123;2026-06-01 11:45:00.000;929.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
u13eze2u-wgs9-svg6-y0by-gnxbx49cre1j;ZG0074500874000000000000001653123;2026-06-01 12:00:00.000;128.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
36ivo8e8-5uig-mo5a-e8kv-w8cxxjbeyj17;ZG0074500874000000000000001653123;2026-06-01 12:15:00.000;609.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
svp5vjzr-wqri-pmfi-q2cx-s6184dj7prkn;ZG0074500874000000000000001653123;2026-06-01 12:30:00.000;986.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vt8xrk4o-swrp-yrur-mkor-xiunx4e3qclv;ZG0074500874000000000000001653123;2026-06-01 12:45:00.000;618.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gebwn1bu-4l61-6er7-lmfi-hqi5bzfdjjvt;ZG0074500874000000000000001653123;2026-06-01 13:00:00.000;645.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
z32ouea3-844y-f4ry-ai50-u7r36tw4hl8d;ZG0074500874000000000000001653123;2026-06-01 13:15:00.000;334.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
25glm1f9-uwsr-ml5l-8c3h-4ou484aenxba;ZG0074500874000000000000001653123;2026-06-01 13:30:00.000;790.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
s0x0d3zh-3qze-q0n3-uhh4-0gcbe4mz8z7f;ZG0074500874000000000000001653123;2026-06-01 13:45:00.000;839.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
q90rv6la-pzvq-wazp-i7zb-gs707bb69u4a;ZG0074500874000000000000001653123;2026-06-01 14:00:00.000;869.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
px9ynk1u-0dgb-oy9l-grsx-3nwo9iyl6xuw;ZG0074500874000000000000001653123;2026-06-01 14:15:00.000;914.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
nydw0mjv-a5jx-ot39-e8hv-sf88s0b1pwxh;ZG0074500874000000000000001653123;2026-06-01 14:30:00.000;111.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
r9sg5a6b-vk84-8x6m-de3d-i51soeu371ij;ZG0074500874000000000000001653123;2026-06-01 14:45:00.000;524.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
asnuyz3w-pdq5-e3f5-gu8p-0kob0wddhwt6;ZG0074500874000000000000001653123;2026-06-01 15:00:00.000;22.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
yv9r03xj-avnr-706w-tj81-2klq9z2mdkmc;ZG0074500874000000000000001653123;2026-06-01 15:15:00.000;404.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
6168x39v-gb29-0skk-t3s7-h1342a5itfsq;ZG0074500874000000000000001653123;2026-06-01 15:30:00.000;312.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
2vrtphvg-biti-8yip-8usu-lf2875ehvesk;ZG0074500874000000000000001653123;2026-06-01 15:45:00.000;383.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
kaxibwxj-w1fh-8brl-dtfi-qaqgcnjiw8pu;ZG0074500874000000000000001653123;2026-06-01 16:00:00.000;784.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vjsxhryf-mkt1-fltm-rqs9-ggpumhtg4sqc;ZG0074500874000000000000001653123;2026-06-01 16:15:00.000;371.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
7b0xyv88-646z-ssa8-yg30-4kxa22linwqo;ZG0074500874000000000000001653123;2026-06-01 16:30:00.000;928.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ctz8jscb-dfai-gutp-vx0l-eazsguhdhkyn;ZG0074500874000000000000001653123;2026-06-01 16:45:00.000;335.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
1ppf7573-o8ws-b6mu-d32a-avjyhcwz844l;ZG0074500874000000000000001653123;2026-06-01 17:00:00.000;233.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bxt7ai1h-f4ie-i2n2-qphd-g2w4c2zz50tq;ZG0074500874000000000000001653123;2026-06-01 17:15:00.000;241.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
4sdvqt4o-c92g-4box-d0vq-4qft4t3hywvp;ZG0074500874000000000000001653123;2026-06-01 17:30:00.000;382.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
k66o9xtr-r7oz-m0ya-8tia-1zaq2euh7yx8;ZG0074500874000000000000001653123;2026-06-01 17:45:00.000;49.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
fdsx5ea0-pu2l-lprz-is7o-5ahacmem6r1h;ZG0074500874000000000000001653123;2026-06-01 18:00:00.000;458.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
0itktyw1-p7du-z841-xzq9-diuthiitpijt;ZG0074500874000000000000001653123;2026-06-01 18:15:00.000;520.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
kmaojjvm-i40a-dw3j-yter-a2yiqa7i2xv4;ZG0074500874000000000000001653123;2026-06-01 18:30:00.000;347.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
c1sxw3zi-8x46-tw21-ltnm-soajiusoxpjd;ZG0074500874000000000000001653123;2026-06-01 18:45:00.000;584.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
1icpdbd7-6wb1-c1iw-awvz-sqsyh72okgwd;ZG0074500874000000000000001653123;2026-06-01 19:00:00.000;414.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vovhhtzw-2tpv-9jmu-hzmw-900dvfxqwt38;ZG0074500874000000000000001653123;2026-06-01 19:15:00.000;646.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
mc9h70zy-jjux-lltk-z939-doidh8d5rnow;ZG0074500874000000000000001653123;2026-06-01 19:30:00.000;365.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hfswpky5-d2vl-9pg4-kqc9-fz3iaosp1oav;ZG0074500874000000000000001653123;2026-06-01 19:45:00.000;800.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i236sk6p-dp8x-dlej-eujf-1ggghv6l14zs;ZG0074500874000000000000001653123;2026-06-01 20:00:00.000;193.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
oh6pn9uu-rn69-68o9-jkup-g4ry6746pgc3;ZG0074500874000000000000001653123;2026-06-01 20:15:00.000;500.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gh1a6090-62xj-r5sy-ou71-q7f9q0x5nbod;ZG0074500874000000000000001653123;2026-06-01 20:30:00.000;468.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vmz2u85c-mu8m-gwra-9crj-0x729ykc8w5h;ZG0074500874000000000000001653123;2026-06-01 20:45:00.000;851.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
nflxibu0-zwzz-002d-3ifr-zxr3g170inae;ZG0074500874000000000000001653123;2026-06-01 21:00:00.000;262.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
b9u2pr05-a4hi-2umv-67fj-hu202nrfvbpx;ZG0074500874000000000000001653123;2026-06-01 21:15:00.000;848.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
trc74po6-hel6-xyzz-51rm-g7m6cn4fm7hj;ZG0074500874000000000000001653123;2026-06-01 21:30:00.000;172.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
52v5nb9f-xt9b-gs7v-qjlx-moyiztmxrt4s;ZG0074500874000000000000001653123;2026-06-01 21:45:00.000;814.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
1v4h6os3-cd20-hhak-s65e-wo4iju34qist;ZG0074500874000000000000001653123;2026-06-01 22:00:00.000;725.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
e2td31qi-gxs8-bsg0-s2bu-cugnwl2subir;ZG0074500874000000000000001653123;2026-06-01 22:15:00.000;301.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
8v3nnwot-lifg-uqun-8hmj-iaz4eyhn0ie2;ZG0074500874000000000000001653123;2026-06-01 22:30:00.000;90.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bbs5924s-az4k-iq6c-moof-1vusjfrs7v5q;ZG0074500874000000000000001653123;2026-06-01 22:45:00.000;484.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
khu7ge6d-a4u6-fdt1-hd4q-1v41hlg5q9tg;ZG0074500874000000000000001653123;2026-06-01 23:00:00.000;620.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
id2bxtuz-1u7k-vc99-9hut-kgzwrhpbxyuv;ZG0074500874000000000000001653123;2026-06-01 23:15:00.000;999.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tvliuyrr-c3ca-9nyu-dvzm-tcguioubcegp;ZG0074500874000000000000001653123;2026-06-01 23:30:00.000;843.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bagqfgez-8juf-xlev-6u20-cn96wz9olhbn;ZG0074500874000000000000001653123;2026-06-01 23:45:00.000;630.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ldc1k7bm-yy0l-8wms-e98a-l5xciojzaa8m;ZG0074500874000000000000001653123;2026-06-02 00:00:00.000;956.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
fk2gbg6z-vqiq-9osd-r47a-392a8on8ky83;ZG0074500874000000000000001653123;2026-06-02 00:15:00.000;736.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
uclu4mzj-dso3-7zx6-fns0-siit04us5x2l;ZG0074500874000000000000001653123;2026-06-02 00:30:00.000;62.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ulj1rf2t-g3bl-yh61-6evr-2f95wt0wcx06;ZG0074500874000000000000001653123;2026-06-02 00:45:00.000;353.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
6e2k7vm7-8bwa-b0qm-r2vr-y9036z49jle4;ZG0074500874000000000000001653123;2026-06-02 01:00:00.000;303.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
09t4jo7k-s7im-i38f-h5ui-rq1z094eenok;ZG0074500874000000000000001653123;2026-06-02 01:15:00.000;139.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
8mrgi477-3n71-jqsc-w93h-hmi8wjya3mp6;ZG0074500874000000000000001653123;2026-06-02 01:30:00.000;560.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
fho1bcoc-wt8j-ttna-w9zg-r6cut2y35n56;ZG0074500874000000000000001653123;2026-06-02 01:45:00.000;139.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
osnhtnaq-q0pj-l81h-smgf-13n2jwthv99f;ZG0074500874000000000000001653123;2026-06-02 02:00:00.000;905.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
62devlhw-vtak-w4pa-ck4h-b7zw9mx5h0ll;ZG0074500874000000000000001653123;2026-06-02 02:15:00.000;80.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
nz1lvyhi-tis7-o03j-untn-ovyc0e2mgauc;ZG0074500874000000000000001653123;2026-06-02 02:30:00.000;218.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
dc3pkkdd-ew3q-48jb-yh4v-x9pj2rbtu1wa;ZG0074500874000000000000001653123;2026-06-02 02:45:00.000;928.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
5a1e5dso-oyag-pz5v-md1d-vhbdmaz1rws2;ZG0074500874000000000000001653123;2026-06-02 03:00:00.000;618.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
zab0qgdv-75q7-p7gd-dj52-8lug4rexbjhi;ZG0074500874000000000000001653123;2026-06-02 03:15:00.000;506.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
706kqoik-gbf4-872b-qktm-ar3nyapszegu;ZG0074500874000000000000001653123;2026-06-02 03:30:00.000;104.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
06o76qv7-8h3r-covg-beof-ob3j9ixafc92;ZG0074500874000000000000001653123;2026-06-02 03:45:00.000;481.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
59ulvxra-w1w1-m3nd-mzfs-984vwqs9mdrr;ZG0074500874000000000000001653123;2026-06-02 04:00:00.000;703.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
2h7wenbn-j81r-rmdp-z2sw-4lp0kzia7z22;ZG0074500874000000000000001653123;2026-06-02 04:15:00.000;392.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
44hbl5p6-txpr-qsff-pmak-867bo67s9w42;ZG0074500874000000000000001653123;2026-06-02 04:30:00.000;295.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
c2p6t96t-0i98-qnyn-qwow-toz8b3948u63;ZG0074500874000000000000001653123;2026-06-02 04:45:00.000;597.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
w2hzfi0t-dwqd-hp92-kp5q-gbjuegipnd40;ZG0074500874000000000000001653123;2026-06-02 05:00:00.000;375.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
r5sr1vel-ga7g-xmfd-9zl9-mkljmutvtmab;ZG0074500874000000000000001653123;2026-06-02 05:15:00.000;839.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
k46xmjtn-tg3h-x7r9-6kox-4415r408siua;ZG0074500874000000000000001653123;2026-06-02 05:30:00.000;764.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jotr2x5u-knpk-eq4s-hhsw-5v2zx9478vlj;ZG0074500874000000000000001653123;2026-06-02 05:45:00.000;731.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tcquje2w-cd2x-0xpb-zbul-bw6crurxes6d;ZG0074500874000000000000001653123;2026-06-02 06:00:00.000;420.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
8ggzhn56-vban-ew50-c1vs-p2lksrfwxrb9;ZG0074500874000000000000001653123;2026-06-02 06:15:00.000;813.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bw5vcld7-ha6x-twzc-cgxj-bvi3hqnxuvsa;ZG0074500874000000000000001653123;2026-06-02 06:30:00.000;549.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hfbmb8k0-m3rp-vwn4-7ucc-qse682tp1pgi;ZG0074500874000000000000001653123;2026-06-02 06:45:00.000;857.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ctkbkccx-2xrs-fana-szvx-31io03ts5k29;ZG0074500874000000000000001653123;2026-06-02 07:00:00.000;643.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
xilvrgv2-5sq3-rlsc-sdvt-5hd3dgo70a6h;ZG0074500874000000000000001653123;2026-06-02 07:15:00.000;413.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
azfgayb6-6kmh-ocgq-yq97-6ohrju67ay4j;ZG0074500874000000000000001653123;2026-06-02 07:30:00.000;647.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
