ID;MeasurementPoint;Timestamp;Reading;Direction;Method;Created;Updated
8w5hjiae-yi7i-n6y7-wzkt-lzakitdpmxwe;ZG0074500874000000000000001653123;2026-06-01 01:45:00.000;297.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
rarw2a15-wimg-8583-ydr9-2mghx7mywzya;ZG0074500874000000000000001653123;2026-06-01 02:00:00.000;589.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
85zyyb6r-lii4-c5d1-bgzk-vlbka568frm1;ZG0074500874000000000000001653123;2026-06-01 02:15:00.000;179.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
70ju10y9-d5fd-fc7o-j2ye-xtv037zkb1g2;ZG0074500874000000000000001653123;2026-06-01 02:30:00.000;903.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
cgpuqzvx-50yi-w82h-0wx6-os2tt7n1bk68;ZG0074500874000000000000001653123;2026-06-01 02:45:00.000;195.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
kqifa85s-zhtt-pt5i-xuhb-4e16rdc9wnon;ZG0074500874000000000000001653123;2026-06-01 03:00:00.000;786.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
dhtv4al1-560y-jxk0-tah7-f4vsxbv95m4w;ZG0074500874000000000000001653123;2026-06-01 03:15:00.000;939.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
c8w99ubh-uffc-pryy-z0ol-rbd4la7mxh8k;ZG0074500874000000000000001653123;2026-06-01 03:30:00.000;81.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
t4spszjq-xfol-yj7k-sx6e-11dhi71qrnho;ZG0074500874000000000000001653123;2026-06-01 03:45:00.000;393.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ybtlci1k-70ko-f0lm-ohmv-68a0n2me9xaz;ZG0074500874000000000000001653123;2026-06-01 04:00:00.000;377.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ofxqanhm-k2dt-4mwg-q5xg-h2d9pby9i10i;ZG0074500874000000000000001653123;2026-06-01 04:15:00.000;290.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
rky9in9f-rp8c-ay69-0ffu-61ukvay4lm0g;ZG0074500874000000000000001653123;2026-06-01 04:30:00.000;13.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qct7tdwg-xxdk-ev11-7vkd-c3rfyb75hbv5;ZG0074500874000000000000001653123;2026-06-01 04:45:00.000;954.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
z0kvtmcr-n92l-uw4a-6lrw-7sbe6oxxk2rb;ZG0074500874000000000000001653123;2026-06-01 05:00:00.000;501.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
r5mu1jxq-rv9s-e5pw-v2yz-6n0zc1936kld;ZG0074500874000000000000001653123;2026-06-01 05:15:00.000;895.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
q9bzrhgf-3jwh-ezbj-h63l-f7s5pi7v6mzv;ZG0074500874000000000000001653123;2026-06-01 05:30:00.000;185.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
holw374q-3s99-dsk7-v5eq-rvw1ug79qi8r;ZG0074500874000000000000001653123;2026-06-01 05:45:00.000;41.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
mfn97x9d-glp4-ivfu-hyj2-xrbskl1dgdt2;ZG0074500874000000000000001653123;2026-06-01 06:00:00.000;164.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
eesz351x-9cd1-fzvq-yy1k-2fdikryrshle;ZG0074500874000000000000001653123;2026-06-01 06:15:00.000;475.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
2ltgk7cj-oo95-3ddc-5s9v-bzs5fas0q3qk;ZG0074500874000000000000001653123;2026-06-01 06:30:00.000;147.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
7xiu5t90-dj2q-9evn-v7ku-2569vfxsf5nn;ZG0074500874000000000000001653123;2026-06-01 06:45:00.000;882.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
oeffwzm8-pdjr-54v7-f2wn-lskh6alzskcy;ZG0074500874000000000000001653123;2026-06-01 07:00:00.000;524.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
enj2mv3d-l19y-4u2n-ie4u-qftq6q0dpadk;ZG0074500874000000000000001653123;2026-06-01 07:15:00.000;575.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
unporclz-l1wv-iryd-wlke-ru7y43b5zke2;ZG0074500874000000000000001653123;2026-06-01 07:30:00.000;879.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
f11leyxp-96b8-qxko-ctop-6loekffage66;ZG0074500874000000000000001653123;2026-06-01 07:45:00.000;911.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
zibk2t40-p5o0-iwbq-j25w-2xn91wgxwu4x;ZG0074500874000000000000001653123;2026-06-01 08:00:00.000;816.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
850vedzn-q36x-5ibe-l2uw-1ch2vm5z362d;ZG0074500874000000000000001653123;2026-06-01 08:15:00.000;514.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
aaayc35u-6nxc-8jp5-69jg-yg477kmip29x;ZG0074500874000000000000001653123;2026-06-01 08:30:00.000;699.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
r6fwvut5-2fo6-x3e7-bdbo-i5gkmwzvd276;ZG0074500874000000000000001653123;2026-06-01 08:45:00.000;19.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
mtuhcguy-yom5-amcp-u5xb-7jgztym22qjg;ZG0074500874000000000000001653123;2026-06-01 09:00:00.000;91.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
pzab7s7v-ep51-ufuk-ju7e-8cd0znsd39bm;ZG0074500874000000000000001653123;2026-06-01 09:15:00.000;266.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hm279su4-ugac-kh2o-i83s-q7wftt0w0pij;ZG0074500874000000000000001653123;2026-06-01 09:30:00.000;454.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hq8856ku-uhe5-0hz8-54hi-ae7l7bg2c1s6;ZG0074500874000000000000001653123;2026-06-01 09:45:00.000;607.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
9ol1zy64-has0-ornc-2uic-6ta285opg1sk;ZG0074500874000000000000001653123;2026-06-01 10:00:00.000;204.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
wqhu1l8r-j9lo-g9o0-eyd4-lnkl536l3pry;ZG0074500874000000000000001653123;2026-06-01 10:15:00.000;181.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qb89gwqs-cs91-yyc6-s0ut-mixqt3p59ycs;ZG0074500874000000000000001653123;2026-06-01 10:30:00.000;605.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
njcg6ez3-0fvl-vik1-es79-m4mqw8f4wd6u;ZG0074500874000000000000001653123;2026-06-01 10:45:00.000;207.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
u70w22gw-nv24-bzww-9hcb-vd33wojnimjp;ZG0074500874000000000000001653123;2026-06-01 11:00:00.000;102.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
g03r8fo0-r0pc-7fke-1b1q-pb2tfogsdo1l;ZG0074500874000000000000001653123;2026-06-01 11:15:00.000;960.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jxt08la9-rlel-vsji-joo1-cpr60qm6v66q;ZG0074500874000000000000001653123;2026-06-01 11:30:00.000;153.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hamxni2w-qn9j-jarz-f85k-8ny2r6qpr36c;ZG0074500874000000000000001653123;2026-06-01 11:45:00.000;921.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
2qb489b8-np88-74in-nwbu-1b7uurd4sh2u;ZG0074500874000000000000001653123;2026-06-01 12:00:00.000;286.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
uo4jcheb-biae-q3gf-2g2n-x5fl41wh0t1i;ZG0074500874000000000000001653123;2026-06-01 12:15:00.000;850.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
q65e703y-jndt-dny1-m4kn-zen332gs9msa;ZG0074500874000000000000001653123;2026-06-01 12:30:00.000;546.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
xlrpzbgd-50sk-50f7-1euj-rpn0ai4lo6lu;ZG0074500874000000000000001653123;2026-06-01 12:45:00.000;36.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
yrzuyrs7-h8ws-czvf-q7a0-gcez3xy1nbjp;ZG0074500874000000000000001653123;2026-06-01 13:00:00.000;976.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
9irrwq1v-my0v-k69w-gc5z-ub2j94u8d5je;ZG0074500874000000000000001653123;2026-06-01 13:15:00.000;955.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
b5r1ybj8-dbsz-hno0-9vvm-wo7mknlws7vm;ZG0074500874000000000000001653123;2026-06-01 13:30:00.000;490.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
4yi7luoh-vn2x-s7uo-o56k-8xicdtn8dv3x;ZG0074500874000000000000001653123;2026-06-01 13:45:00.000;859.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
pvwf0glf-khqs-7n4a-ajpt-q1q2wc724hlc;ZG0074500874000000000000001653123;2026-06-01 14:00:00.000;292.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ljkiduse-xg52-g8iq-2whh-zggu87fjr2fm;ZG0074500874000000000000001653123;2026-06-01 14:15:00.000;764.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
w3fd89u7-rphl-45k8-0ily-kelnj8npbnai;ZG0074500874000000000000001653123;2026-06-01 14:30:00.000;913.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
h40uuxjy-gq8j-g9nz-75z1-h6fl87yfn0rl;ZG0074500874000000000000001653123;2026-06-01 14:45:00.000;736.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
eegnl2xl-35hv-q6k1-myuq-1u6ll0d5oxtu;ZG0074500874000000000000001653123;2026-06-01 15:00:00.000;52.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
dcekvuak-y12u-2psd-msde-6wq3xmvig4pk;ZG0074500874000000000000001653123;2026-06-01 15:15:00.000;445.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
15anv7my-sowu-wknl-vtn0-m26af7xihlbv;ZG0074500874000000000000001653123;2026-06-01 15:30:00.000;871.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
a2mrvo3s-3n3n-wctj-jter-fb12au3j6aoj;ZG0074500874000000000000001653123;2026-06-01 15:45:00.000;71.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
57a9yj1l-f843-khgu-3xos-j6tetpa7w8ul;ZG0074500874000000000000001653123;2026-06-01 16:00:00.000;815.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
x0tyrlap-bygt-s194-mwf3-equ1sfddtzb1;ZG0074500874000000000000001653123;2026-06-01 16:15:00.000;269.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qd7y4v7x-cq4e-hxal-sm7l-5k8bn5iwvayd;ZG0074500874000000000000001653123;2026-06-01 16:30:00.000;774.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
kgfa1mr2-7yqo-ei4o-ollc-pg5vml5232ap;ZG0074500874000000000000001653123;2026-06-01 16:45:00.000;305.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
6929rlo0-j0f1-0qq4-559w-5u92guzmchgm;ZG0074500874000000000000001653123;2026-06-01 17:00:00.000;862.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vez59b33-jngt-1e9o-tx19-gc7pfregb5d0;ZG0074500874000000000000001653123;2026-06-01 17:15:00.000;858.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
sfdh3sp5-ac6d-y2w0-cgrl-c4327s1rdph0;ZG0074500874000000000000001653123;2026-06-01 17:30:00.000;154.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
m1q8ruq2-hj4p-bijo-u3g1-lyljggu1a5y3;ZG0074500874000000000000001653123;2026-06-01 17:45:00.000;860.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
mvtyxp4k-juk8-whaz-qetu-6uwv1l5xicho;ZG0074500874000000000000001653123;2026-06-01 18:00:00.000;761.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qqxfa7yn-e1ev-me9m-iji0-ho6d5pv9qkr5;ZG0074500874000000000000001653123;2026-06-01 18:15:00.000;106.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
uxjdqt0b-z372-g11n-55j6-e1uiwptuq0w9;ZG0074500874000000000000001653123;2026-06-01 18:30:00.000;477.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
iy9e4f6h-kft4-ppma-n56q-42kpxpjxw96o;ZG0074500874000000000000001653123;2026-06-01 18:45:00.000;209.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
javv8ijb-h8zq-9l61-uww7-pco67zzhleqw;ZG0074500874000000000000001653123;2026-06-01 19:00:00.000;747.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i3ug9106-kinb-89nc-e8rc-mmzcdwyzbop6;ZG0074500874000000000000001653123;2026-06-01 19:15:00.000;395.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
q4hgwtt4-e7yp-57c4-y077-krzep1w93v02;ZG0074500874000000000000001653123;2026-06-01 19:30:00.000;256.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bbsz1vc9-nr83-jkpr-zu69-y0809dni5vgw;ZG0074500874000000000000001653123;2026-06-01 19:45:00.000;668.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ve0cb0n7-dyo4-vgiy-vkdl-sgh4alya3qks;ZG0074500874000000000000001653123;2026-06-01 20:00:00.000;872.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
5jdq6o10-zyzb-2gq2-tzrf-uh1ldmta701r;ZG0074500874000000000000001653123;2026-06-01 20:15:00.000;916.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
d9i7l334-rv3q-9b1r-yn3l-yad3yamft39j;ZG0074500874000000000000001653123;2026-06-01 20:30:00.000;29.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
x68ykilh-ixpe-yksh-fujm-608kmum8xdb1;ZG0074500874000000000000001653123;2026-06-01 20:45:00.000;658.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
zhmho2fy-urum-id0r-8qkd-xfl5ia7p6g6k;ZG0074500874000000000000001653123;2026-06-01 21:00:00.000;141.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
4428ka19-28id-zi2i-2ufg-kt7rwfuc4d6a;ZG0074500874000000000000001653123;2026-06-01 21:15:00.000;170.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
8i365fz9-cbh8-zok7-nybe-8e9s568urkm6;ZG0074500874000000000000001653123;2026-06-01 21:30:00.000;542.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
uidmg72o-3b14-qsol-q6kb-cki1npchv0a2;ZG0074500874000000000000001653123;2026-06-01 21:45:00.000;258.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
e3en2cok-oyzq-06cv-r7jc-lzahce0nx1xr;ZG0074500874000000000000001653123;2026-06-01 22:00:00.000;628.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i51mdys1-1lt4-49qr-4846-fwsxtn0fk8gz;ZG0074500874000000000000001653123;2026-06-01 22:15:00.000;363.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
8n6y0eu0-quwf-g2lr-gpyk-dtqsjmscuf8q;ZG0074500874000000000000001653123;2026-06-01 22:30:00.000;183.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
wvyh9hpv-ze5k-ey6r-vg7q-cmkwjsjgxv5m;ZG0074500874000000000000001653123;2026-06-01 22:45:00.000;175.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
g077nij2-exdj-4nq9-ney8-v5jgu8m3x9n6;ZG0074500874000000000000001653123;2026-06-01 23:00:00.000;560.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i6ae1kh9-69pq-hfbg-xdan-11p290va7vrv;ZG0074500874000000000000001653123;2026-06-01 23:15:00.000;728.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
70xgxevn-p2wb-p6jy-y0a5-ao001bjsu27v;ZG0074500874000000000000001653123;2026-06-01 23:30:00.000;123.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
a0bomb0t-te2x-a4m3-8joq-qog05f1v2j0q;ZG0074500874000000000000001653123;2026-06-01 23:45:00.000;208.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
fv0bdru0-1hl2-cqip-9ldc-fn2oyc1259l4;ZG0074500874000000000000001653123;2026-06-02 00:00:00.000;110.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
fof99emf-7ykh-s3ts-b5me-s1i9emkkbaun;ZG0074500874000000000000001653123;2026-06-02 00:15:00.000;808.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
pfmehrrp-cwfq-1c26-4l0c-hgont7ffv6q2;ZG0074500874000000000000001653123;2026-06-02 00:30:00.000;942.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gb6eqg5p-90os-a8k9-yf17-rw56iqvjtlrz;ZG0074500874000000000000001653123;2026-06-02 00:45:00.000;389.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hh0je1id-0iah-5gtj-2t0l-eh4kstvvs2sf;ZG0074500874000000000000001653123;2026-06-02 01:00:00.000;384.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jz60ggff-mfm7-keea-1enz-m3kfdjjl5z0a;ZG0074500874000000000000001653123;2026-06-02 01:15:00.000;325.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gb3iwcwj-po3g-pyy3-62ma-lkeaj21iy6ft;ZG0074500874000000000000001653123;2026-06-02 01:30:00.000;129.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
r45nrg7h-hfp5-pwx0-8owe-pkdq9ue7hjxo;ZG0074500874000000000000001653123;2026-06-02 01:45:00.000;721.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tt6honku-y5op-ra99-57gv-8cvi6kpmiavy;ZG0074500874000000000000001653123;2026-06-02 02:00:00.000;552.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qxi7jase-ps3j-ei8y-26m0-in5xzd5lu1vb;ZG0074500874000000000000001653123;2026-06-02 02:15:00.000;596.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
zi1buo5m-18e2-e019-3udq-wjgod61qq23e;ZG0074500874000000000000001653123;2026-06-02 02:30:00.000;421.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
9hr042uc-55ie-idg4-274e-knuwzumm702o;ZG0074500874000000000000001653123;2026-06-02 02:45:00.000;57.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
e0lgv62p-69uj-p0ja-88t9-x62rveqkr77g;ZG0074500874000000000000001653123;2026-06-02 03:00:00.000;225.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
d3g4fbii-nuee-r9lt-uizd-7cm8txjctq3i;ZG0074500874000000000000001653123;2026-06-02 03:15:00.000;952.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
9gqxqlch-1odu-j8eo-nghp-g2kv5l9bxiwt;ZG0074500874000000000000001653123;2026-06-02 03:30:00.000;805.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
dd7gdjm8-ywvw-q2il-czk8-ldffwtqcajcf;ZG0074500874000000000000001653123;2026-06-02 03:45:00.000;958.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
aypnyuiy-2dbi-s904-si9k-cqimk8hfq7kh;ZG0074500874000000000000001653123;2026-06-02 04:00:00.000;28.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ddlhl2f1-276n-pf69-ntrr-cxb2qams9e1u;ZG0074500874000000000000001653123;2026-06-02 04:15:00.000;294.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
5o3oi52z-18tu-7kre-ex4k-ccores41rj3c;ZG0074500874000000000000001653123;2026-06-02 04:30:00.000;651.000.000;r;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
181qlv0g-t963-pont-6t2x-z59uiuufalmi;ZG0074500874000000000000001653123;2026-06-02 04:45:00.000;536.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
3f98hgu4-gfrt-0kq9-dyw0-0iq9wtxonjnz;ZG0074500874000000000000001653123;2026-06-02 05:00:00.000;503.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ev6iikui-w550-jriy-au78-p3w67eji5d1g;ZG0074500874000000000000001653123;2026-06-02 05:15:00.000;55.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
7yl4nd95-5xzz-19a2-8g7p-xzub8a4bl0sq;ZG0074500874000000000000001653123;2026-06-02 05:30:00.000;110.000.000;r;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vmu05671-c74g-ithy-o40l-aytuj36y1h6f;ZG0074500874000000000000001653123;2026-06-02 05:45:00.000;101.000.000;r;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
xj4rask2-aquj-qxye-hpr5-9f8ayd7a1uip;ZG0074500874000000000000001653123;2026-06-02 06:00:00.000;552.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
kpv5yaiy-abo3-fy0j-nw9m-vy0o4it5o4kd;ZG0074500874000000000000001653123;2026-06-02 06:15:00.000;38.000.000;r;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gjjwle35-3cld-dknx-ftqq-zk218wyxcuds;ZG0074500874000000000000001653123;2026-06-02 06:30:00.000;915.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
pqtkauqe-b52v-dm4u-k06j-nbj45kdw2hnc;ZG0074500874000000000000001653123;2026-06-02 06:45:00.000;860.000.000;r;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
uu9ekptd-5t60-kzc3-iz88-08brv3emopon;ZG0074500874000000000000001653123;2026-06-02 07:00:00.000;969.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
349c7rua-v84r-9gud-3vez-t3ezkygc19y8;ZG0074500874000000000000001653123;2026-06-02 07:15:00.000;535.000.000;r;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ran1zkwl-9t6n-tf6v-xapf-01528ux2sd8s;ZG0074500874000000000000001653123;2026-06-02 07:30:00.000;850.000.000;r;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
