ID;MeasurementPoint;Timestamp;Reading;Direction;Method;Created;Updated
mw5x90zu-hs13-bkl7-qn12-t7sgvdne1lei;ZG0074500874000000000000001653123;2026-06-01 06:00:00.000;377.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
nzgmnwu3-6osq-4qw5-eiij-w9kr86vgoqkf;ZG0074500874000000000000001653123;2026-06-01 06:15:00.000;855.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
5b5vz1m4-vge6-k7oz-0pfz-bk09tjksdy0f;ZG0074500874000000000000001653123;2026-06-01 06:30:00.000;852.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qy9d13y0-88pa-mwbz-csck-xhbbpi1fmyhs;ZG0074500874000000000000001653123;2026-06-01 06:45:00.000;857.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jhjujzig-kcua-wm9n-uapx-8hdasz4abuye;ZG0074500874000000000000001653123;2026-06-01 07:00:00.000;964.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
e0t22w98-bgb6-efz3-g2zn-xg3dpz9388m4;ZG0074500874000000000000001653123;2026-06-01 07:15:00.000;231.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i9l592ei-5roo-nfhq-qm9u-bvp4rin00ni2;ZG0074500874000000000000001653123;2026-06-01 07:30:00.000;995.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
aicsq5ih-qo67-es1j-zdaj-g4a9fl16euxp;ZG0074500874000000000000001653123;2026-06-01 07:45:00.000;76.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
oyxkj6qs-ru8q-u16e-bzu5-wdp44tksgctm;ZG0074500874000000000000001653123;2026-06-01 08:00:00.000;465.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
3abmd9eo-fgl6-4hx0-hzdi-83pjjhpyghjs;ZG0074500874000000000000001653123;2026-06-01 08:15:00.000;460.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
4njcyjau-sb6a-381u-pfju-xqal911guhz2;ZG0074500874000000000000001653123;2026-06-01 08:30:00.000;816.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
8t2ipov4-ty3j-yyjn-90wo-tdjnrc36u0dq;ZG0074500874000000000000001653123;2026-06-01 08:45:00.000;530.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
m5w4alvq-b96y-tmcz-dw9j-x094w3x9no9n;ZG0074500874000000000000001653123;2026-06-01 09:00:00.000;210.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
s9dl12yr-po1i-5tgu-ohy6-bf60objixy2n;ZG0074500874000000000000001653123;2026-06-01 09:15:00.000;268.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
cnplj73z-l456-ghxi-3mxr-qllzcmwzjbg3;ZG0074500874000000000000001653123;2026-06-01 09:30:00.000;209.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
pz528oii-kfsh-p36i-2x38-9wuwy4tttdzz;ZG0074500874000000000000001653123;2026-06-01 09:45:00.000;556.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
dsh2zwku-z8w0-fawg-is4b-quoyca3v2600;ZG0074500874000000000000001653123;2026-06-01 10:00:00.000;819.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
nw367heb-kbvp-2ead-oktx-4ret0v1ex1wb;ZG0074500874000000000000001653123;2026-06-01 10:15:00.000;9.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
lswpwqp5-2r0e-q70x-b1ym-o47zgndp4wew;ZG0074500874000000000000001653123;2026-06-01 10:30:00.000;894.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
y5j1m22l-9sn9-pu3m-0n9k-3rhd211h5zuf;ZG0074500874000000000000001653123;2026-06-01 10:45:00.000;10.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
5kl4l97p-eo3j-nrw5-gvdm-gk8k6j7tybi8;ZG0074500874000000000000001653123;2026-06-01 11:00:00.000;930.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
75h3wr3z-ukd3-tlgm-9ujp-3mw9qz3bcafw;ZG0074500874000000000000001653123;2026-06-01 11:15:00.000;603.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
7ymw8fsc-ok02-wxwq-60pu-ae2gu1t3tkg1;ZG0074500874000000000000001653123;2026-06-01 11:30:00.000;734.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
1a515g1j-p2l0-x3c0-igyi-95jq9ywcgw9o;ZG0074500874000000000000001653123;2026-06-01 11:45:00.000;556.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
lnjrm31a-kofi-4efp-sapk-4d3z5he1fmqs;ZG0074500874000000000000001653123;2026-06-01 12:00:00.000;997.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
hj9mfovm-kj40-308k-b3z0-d8qhshm2ui3w;ZG0074500874000000000000001653123;2026-06-01 12:15:00.000;607.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
rxqaagy4-ufzx-bduf-ayro-ae7mf253yp7a;ZG0074500874000000000000001653123;2026-06-01 12:30:00.000;802.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
rzwq9ajy-itkg-nqkd-avo1-51muz6l1nd31;ZG0074500874000000000000001653123;2026-06-01 12:45:00.000;240.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
wkyfx14o-im7y-3dss-8dkl-ccom4yznvcqo;ZG0074500874000000000000001653123;2026-06-01 13:00:00.000;5.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
s5wry04q-34z8-ofvl-zd7l-dyhye8fonve4;ZG0074500874000000000000001653123;2026-06-01 13:15:00.000;147.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tnjxxixj-u6yj-v43o-e2ff-qa4ifxf3fgix;ZG0074500874000000000000001653123;2026-06-01 13:30:00.000;253.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
81ipo21u-ao37-57my-vv2q-iu0uil92hfjm;ZG0074500874000000000000001653123;2026-06-01 13:45:00.000;351.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
eseko8u7-if1o-3ugf-sgoq-dtcakwlk4hw7;ZG0074500874000000000000001653123;2026-06-01 14:00:00.000;580.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i4xqtt69-xbkm-x8hf-f2az-nicz0ksett0c;ZG0074500874000000000000001653123;2026-06-01 14:15:00.000;713.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
u9l9868c-e9kt-v9ko-aso7-dgy83itoejt2;ZG0074500874000000000000001653123;2026-06-01 14:30:00.000;327.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
g9eio7tx-eytd-pzgn-1a4s-g0qg2kq8r87x;ZG0074500874000000000000001653123;2026-06-01 14:45:00.000;487.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
uu6r73ef-d8ai-4qe5-omnx-g35utzp2pdbj;ZG0074500874000000000000001653123;2026-06-01 15:00:00.000;770.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tech951n-4jl7-s0hy-s54o-mnk5ourb64e4;ZG0074500874000000000000001653123;2026-06-01 15:15:00.000;405.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ll18gnyu-rnt4-tgo2-2q7p-5fklzw77coxn;ZG0074500874000000000000001653123;2026-06-01 15:30:00.000;584.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
mwkd73bb-otpe-tewe-5o2q-7qrvk4kgwb6a;ZG0074500874000000000000001653123;2026-06-01 15:45:00.000;343.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
um5krdgv-nhk4-aov7-1u8e-u8c9l8a1iveh;ZG0074500874000000000000001653123;2026-06-01 16:00:00.000;569.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
nqh1zh1t-o7xz-87ys-h7qp-9pz2si7510z0;ZG0074500874000000000000001653123;2026-06-01 16:15:00.000;667.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
dlra27m6-3ubx-af0h-d1dx-jqs0145vjups;ZG0074500874000000000000001653123;2026-06-01 16:30:00.000;86.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bvtep6qb-5jr2-f9uh-kwlt-sdk6pkiisqsp;ZG0074500874000000000000001653123;2026-06-01 16:45:00.000;61.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vujm3v5t-le0o-ff9f-moyr-zsq9a9ky7dlr;ZG0074500874000000000000001653123;2026-06-01 17:00:00.000;607.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
1lnj56ge-ever-twub-hewv-a0js4cv1f6fx;ZG0074500874000000000000001653123;2026-06-01 17:15:00.000;628.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
3l94oqvx-9bqf-6dcv-r1ke-87s3rpmrk8x8;ZG0074500874000000000000001653123;2026-06-01 17:30:00.000;124.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
1zbkrmu9-87pi-dure-fjpa-3jtbndvvr02l;ZG0074500874000000000000001653123;2026-06-01 17:45:00.000;924.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qo7t1lhf-rbk3-p1w2-bm3d-4cboord93ymy;ZG0074500874000000000000001653123;2026-06-01 18:00:00.000;44.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
5und26t8-aq5y-ixfy-kr3s-xp6lbvqkfvfz;ZG0074500874000000000000001653123;2026-06-01 18:15:00.000;810.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
zwm1ujjv-7oo9-axcu-w8ra-ns200dijjd2s;ZG0074500874000000000000001653123;2026-06-01 18:30:00.000;143.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ga5c50b0-olo0-k700-5fp4-9r325uo20ldz;ZG0074500874000000000000001653123;2026-06-01 18:45:00.000;489.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
9ysqvo45-yhhb-ka07-3fu2-67n8fjppe728;ZG0074500874000000000000001653123;2026-06-01 19:00:00.000;145.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jzr8xcmo-y35t-oamr-aify-o0rv9i9z0672;ZG0074500874000000000000001653123;2026-06-01 19:15:00.000;742.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
rbehyan0-otu7-fnxu-zh79-ynj6bl25e3hk;ZG0074500874000000000000001653123;2026-06-01 19:30:00.000;570.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
087b5ja0-apdv-wp0o-5zz9-a3ayqj1s8bwg;ZG0074500874000000000000001653123;2026-06-01 19:45:00.000;287.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
zbj8bxl4-0cxw-i502-yi5a-vhnjwkahudsm;ZG0074500874000000000000001653123;2026-06-01 20:00:00.000;490.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
wghcanzo-bxr8-ft14-5wfu-5kc7652zgojj;ZG0074500874000000000000001653123;2026-06-01 20:15:00.000;204.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
e62cnr1m-2xzo-b5ud-pnfu-mvl377vdct46;ZG0074500874000000000000001653123;2026-06-01 20:30:00.000;530.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
912piaj3-lz1n-8v8t-qjhv-8g0fbho3q8nv;ZG0074500874000000000000001653123;2026-06-01 20:45:00.000;359.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
0lmm2r1o-swmw-bd30-lsf8-5ba83soeqrhm;ZG0074500874000000000000001653123;2026-06-01 21:00:00.000;961.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
oe6zu6jl-a56v-r74q-qasq-zizu64quch7v;ZG0074500874000000000000001653123;2026-06-01 21:15:00.000;16.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vxmsxyge-9cey-2ztn-jali-lde2ngsy58bi;ZG0074500874000000000000001653123;2026-06-01 21:30:00.000;132.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
h1049agx-dhhv-zjvj-u07e-azbk05w1nr6d;ZG0074500874000000000000001653123;2026-06-01 21:45:00.000;934.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
edkatzfw-i94x-3i1t-i5mg-slom2ne5selj;ZG0074500874000000000000001653123;2026-06-01 22:00:00.000;233.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
dgoxi9md-an0j-wl32-3ls9-05kudqrlj9cs;ZG0074500874000000000000001653123;2026-06-01 22:15:00.000;725.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
7w6sb8ou-wp9j-pin1-ldco-10j67uais1ju;ZG0074500874000000000000001653123;2026-06-01 22:30:00.000;167.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
lmnsyo2h-j3ck-paip-2wjo-yoy7telwlsvy;ZG0074500874000000000000001653123;2026-06-01 22:45:00.000;670.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tlif3rzo-fboa-6332-z5jf-7h38e5t12mkp;ZG0074500874000000000000001653123;2026-06-01 23:00:00.000;664.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vxwra9i0-8t5o-p8r2-kip3-i4i4ep6aykld;ZG0074500874000000000000001653123;2026-06-01 23:15:00.000;350.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
l46m82j5-dkm9-8ck4-ihm3-yg7g54wv9pzi;ZG0074500874000000000000001653123;2026-06-01 23:30:00.000;550.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jjwa65n0-lzet-na4y-ejux-ysy9tvivv86m;ZG0074500874000000000000001653123;2026-06-01 23:45:00.000;295.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
j07yzj16-fh78-8jkf-kj3a-n72cemmvznx0;ZG0074500874000000000000001653123;2026-06-02 00:00:00.000;512.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ph5cbh5u-xren-5zb7-5vip-l7eq69ot44ml;ZG0074500874000000000000001653123;2026-06-02 00:15:00.000;661.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ljefndwk-npmt-3idz-5k4f-17ve609hdbnx;ZG0074500874000000000000001653123;2026-06-02 00:30:00.000;262.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
pmj9ezun-u5j9-ml8v-ul1j-9jt4mk0qbsy1;ZG0074500874000000000000001653123;2026-06-02 00:45:00.000;586.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ua2sc1hh-21lg-vma9-l2zt-ie492v54rb4x;ZG0074500874000000000000001653123;2026-06-02 01:00:00.000;363.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vajdj0s9-g0bw-ihdf-twes-bzxli25ikbj0;ZG0074500874000000000000001653123;2026-06-02 01:15:00.000;785.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
arl93a6m-7meo-key4-wxar-ujltcnkyikdp;ZG0074500874000000000000001653123;2026-06-02 01:30:00.000;670.000.000;s;04;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
jv446w92-hssb-n22i-ibov-a7p52c7682vm;ZG0074500874000000000000001653123;2026-06-02 01:45:00.000;454.000.000;s;L1;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
4ckw2bv1-po5u-h1go-mdyn-vqh8nbtu7mip;ZG0074500874000000000000001653123;2026-06-02 02:00:00.000;666.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
10a65e0e-2om4-c7re-bhbp-4fwjoprt04nc;ZG0074500874000000000000001653123;2026-06-02 02:15:00.000;312.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
vrsd076d-9hxh-dwrw-gw36-1nf7rui73kg5;ZG0074500874000000000000001653123;2026-06-02 02:30:00.000;172.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
3uue86rw-68r9-arzv-vayx-jdvwqx3vu5jd;ZG0074500874000000000000001653123;2026-06-02 02:45:00.000;611.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tqcxevxi-faus-onyo-etiu-32945o7vb37s;ZG0074500874000000000000001653123;2026-06-02 03:00:00.000;744.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
bff5dog3-vtho-p9if-9tuv-4za49s0dhysm;ZG0074500874000000000000001653123;2026-06-02 03:15:00.000;442.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
0gdkrscf-9hoo-2ulx-jceb-v9u7g5zpfks8;ZG0074500874000000000000001653123;2026-06-02 03:30:00.000;99.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
noiyf9xy-86ad-zi3n-deux-p5tg41wzya48;ZG0074500874000000000000001653123;2026-06-02 03:45:00.000;117.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
t49o05fy-cgai-kj6j-n88k-oahn3qchmqjd;ZG0074500874000000000000001653123;2026-06-02 04:00:00.000;333.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
3em32r1z-i3ji-mw39-rhq0-9wboiuxnprls;ZG0074500874000000000000001653123;2026-06-02 04:15:00.000;775.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
gssup6ij-83gu-39fg-abjh-l85hhoyyrlnp;ZG0074500874000000000000001653123;2026-06-02 04:30:00.000;868.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
s5b5ljts-navq-j9t5-03yi-si4cao94kjwr;ZG0074500874000000000000001653123;2026-06-02 04:45:00.000;458.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qabauykb-jygx-0kvy-gymv-8q64j6trvwy6;ZG0074500874000000000000001653123;2026-06-02 05:00:00.000;475.000.000;s;L2;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ocu5s3z9-y57j-9buu-wgpz-1gjxnlbb3frr;ZG0074500874000000000000001653123;2026-06-02 05:15:00.000;109.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
19hfz6f9-me8t-f1x2-mkkj-cob7stwvak27;ZG0074500874000000000000001653123;2026-06-02 05:30:00.000;239.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
7i3ssu5f-d4hb-nl3m-qf1l-p0trxzmtoxkn;ZG0074500874000000000000001653123;2026-06-02 05:45:00.000;927.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
tkiunehx-paly-qy4i-ekcf-170yniyhwsq9;ZG0074500874000000000000001653123;2026-06-02 06:00:00.000;548.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
ktai5w21-s9wg-utxb-qu80-33s7h2zsmua2;ZG0074500874000000000000001653123;2026-06-02 06:15:00.000;750.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
2knemxff-40c3-6mbp-31gm-b83ngym9bf4b;ZG0074500874000000000000001653123;2026-06-02 06:30:00.000;338.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
evdubudy-1epz-gk7v-s23z-n8grq5ylo6gc;ZG0074500874000000000000001653123;2026-06-02 06:45:00.000;994.000.000;s;02;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
i10unjqt-rff9-4odz-tsj6-g5437yio7fjn;ZG0074500874000000000000001653123;2026-06-02 07:00:00.000;912.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
rhx309vz-1039-00yt-9ody-q2ex43ev4l1x;ZG0074500874000000000000001653123;2026-06-02 07:15:00.000;104.000.000;s;03;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
v1pt8jm2-uwpm-jnso-1lvy-fauct1m5tvzk;ZG0074500874000000000000001653123;2026-06-02 07:30:00.000;786.000.000;s;L3;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
qqs1lfsv-ypqc-rj4z-b5rt-toy5svdyd515;ZG0074500874000000000000001653123;2026-06-02 07:45:00.000;375.000.000;s;01;2026-07-01 17:00:02.893;2026-07-01 17:00:02.893
